,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
92,IP Forwarding Issue On Smart Hub,https://business.forums.bt.com/t5/Broadband/IP-Forwarding-Issue-On-Smart-Hub/m-p/83761#M15340,We are having an issue with portforwarding using a BT Business smart hub.      We have forwarded ports to our server which is ip 10.0.0.5.      Everything is fine until a user connects to the server via vpn and then all forwarded ports stop working and when we look in the hub config page it has changed the ip we are forwarding to to another random IP so we then have to go back into hub and set it back to 10.0.0.5.      All is then fine again until a users connects to the server and the ip changes to another random one again.      I presume its because the hub is not actually forwarding to 10.0.0.5 but infact forwarding to the mac address and when some connects to the server it makes the hub change its ip.      Any help greatly recvd.      Andrew ,13,Jan,2021,14,jencomp24,Broadband
93,BT Business Smart Hub’s event log auto export or port access,https://business.forums.bt.com/t5/Broadband/BT-Business-Smart-Hub-s-event-log-auto-export-or-port-access/m-p/83744#M15334,"Hi,             Is there any way to automatically export the BT Business Smart Hub’s event log?      If not, is there a way of getting event into from a port or IP?      Thanks. ",11,Jan,2021,08,Lianhenry,Broadband
94,4G Assure - How Many PC's Does It Support?,https://business.forums.bt.com/t5/Broadband/4G-Assure-How-Many-PC-s-Does-It-Support/m-p/83726#M15331,"Trying to help some friends in a small business with 4G Assure. They have a 4 machine W10 network and when recently 4G Assure kicked in, only one PC maintained internet connectivity, the other three dropped (despite all being connected to the same Smarthub)             Is this normal? If not, any suggestions of where to look to try and resolve this? The documentation I have managed to track down so far doesnt seem to give any detailed info.             Thanks in advance for any suggestions ",07,Jan,2021,14,Edg,Broadband
95,Constant disconnection of BT Business Smart Hub 088315 for 6 months - BT out of ideas...,https://business.forums.bt.com/t5/Broadband/Constant-disconnection-of-BT-Business-Smart-Hub-088315-for-6/m-p/83709#M15326,"Hello,      I'm at my whits end with this as i've exhausted nearly every possible resource available to try and resolve the issue.  Started about 6 months ago when we suddenly started getting alot of drop offs and disconnects with the router.  Usually starts in the morning and stops around 4-5pm so basically during work hours.  We're a small medium size supermarket with a relatively normal network.  The hub supplies the main network which is then connected to a server and patch units to relay the signal to other ports around the store.  We also have another router on the shopfloor which supplies wifi to the card machines.  Theres roughly around 76 devices connected to the hub currently.      The router will lose connection randomly throughout the day, it could be twice, it could be 10 times a day.  Weirdly the connection will be stable through the weekend and we get ZERO drop offs then, its only Monday to Friday... When the connection drops off, it usually reconnects fairly quickly, usually around a minute or 2 but sometimes does take longer.  Theres been the odd time where we've had to manually switch it off and turn it back on again for it to regain a connection.  The lights will switch to orange yellow before going back to blue.      So far BT engineers have been out around 5 times to see about fixing the issue but they've also exhausted all efforts now.  They have:      UL   LI Changed the lines   LI   LI Changed the lines on the outside box down the road   LI   LI Changed the connection lines on the outside box down road to a different number   LI   LI Changed and replaced the port on the phone line to a proper BT one with the appropriate filter   LI   LI Checked for Interference twice and both times detected nothing   LI   LI Changed the router for a new one   LI   LI Changed the Ethernet cables for a different one   LI   LI Changed the ADSL filter to the BT supplied one   LI   LI Swapped the line to another tel number    LI    UL   As you can see, its quite an extensive list, i probably missed some but this is what i remember off the top of my head that had been tested and carried out.  The engineer said the logs don't really tell them anything thats causing the drop offs other than ""It has lost connection and reconnected"".      I'm started to think the issue isn't with the line itself but with how many devices are connected to the Hub and it simply cannot handle it.  This issue only started around the time when we had a influx of new staff join our office which meant a whole bunch of new hardware had to be connected to the network inc phones, computers and new wifi till card readers etc.  Im suggesting this might be the issue because i had a similar issue at home with my virgin hub where it could disconnect constantly because it couldn't handle all the devices connected.  Again this only occurred after i decided to install a large amount of smart devices, once i changed the router to a mesh system the problem disappeared.  My theory lies heavily on the fact that during the weekend no drop offs occur and this is also the time when most of the office staff are off duty meaning most of the devices that would be connected during the weekday are offline.             Could anyone concur that this could be the issue that the hub router simply cannot handle all the devices connected to it?  Would a aftermarket more powerful router or mesh system help with this issue for our store?                 This is the socket that BT as installed which i've just noticed is the same as the other thread that is having connection issues.  However there is no micro filter in place before the router, the line simply connects straight to the router.  How would i get a micro filter in place or is there something else i can do to test whether this is causing the issue?                        IMG src=""https:  business.forums.bt.com t5 image serverpage image-id 1256iAD7A04104B0BC10E image-size original?v=1.0&amp amp px=-1"" border=""0"" alt=""BT socket.jpg"" title=""BT socket.jpg""                     Thanks for your time      Jay ",04,Jan,2021,10,JaywR10,Broadband
96,Fibre installation,https://business.forums.bt.com/t5/Broadband/Fibre-installation/m-p/83683#M15317,"Open Reach installed fibre in my parents home, what a shambles. I am unable to upload a photo but the pipe cable coming up through their footpath is not inline with protective cable cover going into their home cable is exposed such a mess the engineer should be ashamed of himself. Open reach will not address the issue but when it goes viral I bet it'll raise a few questions. ",29,Dec,2020,20,Brownfreddy,Broadband
97,Are there generic gaming routes that need to be added to my BT business fibre for me to play online?,https://business.forums.bt.com/t5/Broadband/Are-there-generic-gaming-routes-that-need-to-be-added-to-my-BT/m-p/83668#M15311,"Hi All,      I have BT fibre to my house - failed business idea impacted by COVID and its a two year lease so stuck with 100 MB capacity doing nothign atm.             My kids and I want to play online games but most of them time out shortly after starting which indicates a firewall block or something. Are there specific routes that need to be loaded to allow my fibre to go to the normal gaming internet sites or some kind of business protection? I have BT security package £100 per month that was not optional....I am wondering if that is blocking things?      I would be grateful for any advice if anyone has any ideas please?      Kind regards             Dean Mitchener, CISSP ",28,Dec,2020,17,DeanMitchener,Broadband
98,BT Internet for usenet? (Uk),https://business.forums.bt.com/t5/Broadband/BT-Internet-for-usenet-Uk/m-p/83621#M15303,"class=""_3xX726aBn29LDbsDtzr_6E _1Ap4F5maDtT1E1YuCiaO0r D3IL3FD0RFy_mkKLPwL4""    class=""_292iotee39Lmt0MkQZ2hPV RichTextJSON-root""   P class=""_1qeIAgB0cPwnLhDF9XSiJM"" Hi, I current have sky broadband and I've been using usenet with them for 6yrs. In the next few months we'll be moving and BT offers a faster service. Does anyone have BT and how are they with usenet usage? ",19,Dec,2020,07,ugatei56,Broadband
99,Business hub - need to install parental controls as kids on internet for schoolwork,https://business.forums.bt.com/t5/Broadband/Business-hub-need-to-install-parental-controls-as-kids-on/m-p/83601#M15299,"We run our business from home on BT business FTTP.   With Covid-19 requiring all the schools to be closed, our kids are now doing their schoolwork from home, via the business hub.  There doesn't seem to be any way to set parental controls at all.  Searching the forums I see this question has been asked before (2016 and 2018) but is there really still no change on this?  Many home-running businesses must have the same issues, especially at the moment.             I need a simple way to sort this out quickly before we have a problem. I''ve read about installing a second modem but need guidance on how to do this please.       Thanks in advance, ",17,Dec,2020,17,WilsonEvans,Broadband
100,BT Smart Hub in bridge mode into TP Link router - PORT FORWARDING NOT WORKING,https://business.forums.bt.com/t5/Broadband/BT-Smart-Hub-in-bridge-mode-into-TP-Link-router-PORT-FORWARDING/m-p/83591#M15295,I have recently moved to BT Business Broadband and I cannot forward any ports.              My setup is:      BT Hub (bridge mode) --&amp gt  TP Link Archer MR600 --&amp gt  switch             I have set up port forwarding in the TP Link and it simply doesnt work.             Any gotchas people are familar with?              Much appreciated! ,15,Dec,2020,16,HB1,Broadband
0,Email and hosting topics,https://business.forums.bt.com/t5/Email-and-hosting/bd-p/Webhosting,Email and hosting topics ,28,Mar,2022,18,Webhosting,Webhosting
1,SENDING EMAIL FROM MOBILE,https://business.forums.bt.com/t5/Email-and-hosting/SENDING-EMAIL-FROM-MOBILE/m-p/86292#M12091,"I am unable to send emails from my iPhone. error message reads ""cannot connect to the outgoing mail server for BT. Mail can be sent without problems from computer. Settings on both iPhone and computer are the same. ",26,Mar,2022,07,Hubert387,Webhosting
2,Mulitple spammed emails appearing also in Sent items,https://business.forums.bt.com/t5/Email-and-hosting/Mulitple-spammed-emails-appearing-also-in-Sent-items/m-p/86275#M12083,"I am having serious spam attacks.  I've had over 17,000 emails in the last 2 days.  I've blocked them so they now go to Junk (which I have to then delete) but also they all also go into Sent items.    They do not show on my email client (Outlook) or on the phone app but they show up on the web mail.  As fast as I delete them more reappear.  I can’t block the sent spams to junk or auto delete them.             How do we stop these permanently? ",25,Mar,2022,13,Jemic1,Webhosting
3,BTCONNECT Email - Access to modify password,https://business.forums.bt.com/t5/Email-and-hosting/BTCONNECT-Email-Access-to-modify-password/m-p/86264#M12076,"I have had BTCONNECT email  for c.20 years, which at the time allowed upto 10 additional emails to be added      I need to change the password as i am having issues with Outlook but now cannot locate where i can do this - i keep being redirected to my BT account for Broadband but the two are not connected (as far as i know)             it is so frustrating and the help sections do not address this question ",24,Mar,2022,22,Cumara,Webhosting
4,Email hacked - can't send after resetting pasword.,https://business.forums.bt.com/t5/Email-and-hosting/Email-hacked-can-t-send-after-resetting-pasword/m-p/86258#M12072,"Hello,              I have a btconnect.com email address. Yesterday, I received thousands of error emails:          Your message couldn't be delivered because you weren't recognized as a valid sender. The most common reason for this is that your email address is suspected of sending spam and it's no longer allowed to send email. Contact your email admin for assistance.                      I changed my password, updated security and deleted the errors. But I still can't send emails. I get a bounce with the same message as above. BT Business support can't help me as they can't find a broadband service attached to my email address.                      My email service seems to be secured now. Can I get my email address unblocked somehow, please? ",24,Mar,2022,15,frpatrickmckeow,Webhosting
5,Frequently Asked Questions - Email and hosting,https://business.forums.bt.com/t5/Email-and-hosting/Frequently-Asked-Questions-Email-and-hosting/m-p/86255#M12070,"STRONG How do I reset my Email password?    STRONG   Your business email account password is the password you use to log in to your account and webmail.   A href=""https:  btbusiness.custhelp.com app answers detail c 5176 a_id 8601 ?s_intcid=btb_intlink_communityemail_8601changepwhelpfaq"" target=""_self"" Here’s a link for the guide to change your business email password.   A ",24,Mar,2022,11,BethM,Webhosting
6,BLOCKED MESSAGES,https://business.forums.bt.com/t5/Email-and-hosting/BLOCKED-MESSAGES/m-p/86244#M12067,Recently I have not been receiving emails sent by my wife. Would yo please investigate whether they are being blocked. Emails from other senders have been coming through.      Thank you ,24,Mar,2022,06,Hermann856,Webhosting
7,How do I close the Microsoft 365 Essentials account?,https://business.forums.bt.com/t5/Email-and-hosting/How-do-I-close-the-Microsoft-365-Essentials-account/m-p/86233#M12065,"Hi all,       I'm hoping someone can help with this, I signed up for Business fibre many years ago and moved onto another provider quite some time ago      But despite cancelling my BT services, I'm still signed up for the Business Essentials 365 service on my personal domain.      It wouldn't be so much of a problem except I'm receiving constant emails from Microsoft about service changes, which can't apparently be unsubscribed from      I also can't remove my domain or email from the account in question because it's managed by BT.      Does anyone know a way for BT to remove my domain email from Microsoft's 365 services? ",23,Mar,2022,11,sch,Webhosting
8,completely useless!,https://business.forums.bt.com/t5/Email-and-hosting/completely-useless/m-p/86187#M12047,"just typical!  span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""Lets'_recover_your_login.png""   img src=""https:  business.forums.bt.com skins images 0853528397A93052E1DAC411B0FEAC4A responsive_peak images image_rejected.gif"" alt=""Lets'_recover_your_login.png""      span ",18,Mar,2022,15,jrhewitson,Webhosting
9,mail address,https://business.forums.bt.com/t5/Email-and-hosting/email-address/m-p/86174#M12043,"I would like to 'add' an email address to my 'account' as I did in 2008! Just what would be the best way to do this would be helpful to know in 2022.   span class=""lia-unicode-emoji"" title="":face_with_rolling_eyes:"" 🙄   span ",17,Mar,2022,16,jrhewitson,Webhosting
10,BT Connect email hacked.,https://business.forums.bt.com/t5/Email-and-hosting/BT-Connect-email-hacked/m-p/86110#M12027,"Hello there,      Recently my BT Connect account was compromised however I was thankfully able to get control back and changed the password after the intruders used it to spam other email addresses. I have now come across a new problem where all old contacts or people who had sent me emails in the past can no longer email me.      This includes important contacts such as PayPal, Banks etc. However, people who had not emailed me prior to the compromisation of the account can still send me emails.             I would greatly appreciate it if someone could guide me through how to fix this as it is incredibly important.             Thanks ",06,Mar,2022,20,usleather,Webhosting
11,btconnect email has stopped!,https://business.forums.bt.com/t5/Email-and-hosting/btconnect-email-has-stopped/m-p/86102#M12025,"Since last summer the email addresses have gradually ceased to operate! I tried updating the passwords but there seems to be a delay in the new password being accepted (synced)! I know there is a 'gateway' involved but not anything more.  span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""MAIL_CONNECTION_DOCTOR.png"" style=""width: 770px ""   img src=""https:  business.forums.bt.com t5 image serverpage image-id 1371iC0E75909A7D50D66 image-size large?v=v2&amp amp px=999"" role=""button"" title=""MAIL_CONNECTION_DOCTOR.png"" alt=""MAIL_CONNECTION_DOCTOR.png""      span  Any advice is now welcome. ",05,Mar,2022,08,jrhewitson,Webhosting
12,btconnect emails are not being supported if you upgrade or move premises.,https://business.forums.bt.com/t5/Email-and-hosting/btconnect-emails-are-not-being-supported-if-you-upgrade-or-move/m-p/86065#M12019,I have just been advised that my ( bt connect business email address ) will no longer be supported when we move to business premises or upgrade to fibre I was passed through to so called technical support that gave very misleading information suggestion this was not going be the case!!.      This address we have used for   25 years plus.      Any advise would welcome. ,01,Mar,2022,12,MDH,Webhosting
13,"RE: ""btconnect.com"" phishing email: ""Your new BT bill is ready"".",https://business.forums.bt.com/t5/Email-and-hosting/RE-quot-btconnect-com-quot-phishing-email-quot-Your-new-BT-bill/m-p/86044#M12011,"We have a “btconnect.com” email address. We have been receiving a phishing email weekly for the last few weeks now.             It says: “Your new BT bill is ready”. It looks very genuine - except the listed products and services are not ours.             Our Internet security software flags it as a phishing spam message and puts it in the junk folder correctly. We use Outlook as our email client (with POP) and Bit Defender Internet Security as our AV.             What is concerning us is the sender’s email address in this phishing message is our actual “btconnect.com” email address. So, it looks like we are sending the message to ourselves.             However, the message is not in our “Sent Items” folder or any other folder. We have double-checked in webmail - and again we can’t see the sent message in any folders and no mail rules are set up to delete it or hide it.             As a precaution, we did change our email password two weeks ago, but we continue to receive this one phishing email. Is it possible someone has spoofed our “btconnect.com” email address? Any advice and guidance from a support admin would be welcome. Thanks in advance. ",24,Feb,2022,10,bm,Webhosting
14,Btconnect email hacked and password changed,https://business.forums.bt.com/t5/Email-and-hosting/Btconnect-email-hacked-and-password-changed/m-p/86037#M12006,How do I recover my email that has been hacked and the password changed. The reason it’s a problem it was a work email I set up some years ago and when I retired set it to forward emails to my private email. It’s sending out thousands of junk email and all the hundreds of return spam is being forwarded to me and I cannot stop it. I would prefer it shut down! Any help greatly received! ,22,Feb,2022,18,gerramjet365,Webhosting
15,BTconnect email sending,https://business.forums.bt.com/t5/Email-and-hosting/BTconnect-email-sending/m-p/85988#M11983,"I have a btconnect.com email address.   Using Windows Live Mail on a windows 7 laptop, and also a windows 10 desktop.  The laptop has stopped sending, but still receives ok. The desktop still works both ways. Have tried different settings in the outgoing smtp server, but to no avail.             Help please.      Thanks      John W. ",14,Feb,2022,13,johnnyx49,Webhosting
16,Email spammed - account blocked,https://business.forums.bt.com/t5/Email-and-hosting/Email-spammed-account-blocked/m-p/85961#M11980,Hello             My bt connect email account was used by spammers to send out bulk mail. I fixed that I think - by changing password - but am not able to send out emails - though can receive them.  Please can someone help and explain what I should do to get the bt (365) a c unblocked? I have tried disconnecting from router hub but that hasn't helped.             Thanks for any suggestions. ,09,Feb,2022,23,Ers2,Webhosting
17,Spam from my old BT Connect email address,https://business.forums.bt.com/t5/Email-and-hosting/Spam-from-my-old-BT-Connect-email-address/m-p/85851#M11963,We closed our business and cancelled our business broadband phoneline over 5 years ago. We did not request to keep any of the btconnect email addresses and assumed they were no longer in use.       Recently I've been getting emails addressed to my btconnect address arriving in my personal btinternet.com email inbox along with spam emails that appear to be coming from my old btconnect email address.       How is this happening if the address is no longer active? ,04,Jan,2022,15,sandy88,Webhosting
18,Totally and utterly confused,https://business.forums.bt.com/t5/Email-and-hosting/Totally-and-utterly-confused/m-p/85850#M11962,"I have had a btconnect.com email address since time immemorial began and I wish to hang on to it as my primary email address for all correspondence      I find that setting up the amil address on any platform is a very time consuming thing to do. I use Outlook as my mail programme on all my devices  Mac, iPad, iPhone, Windows laptop etc      My current problem is that I keep getting an email which says:             Your mailbox is almost full.      TABLE border=""0"" width=""325"" cellspacing=""0"" cellpadding=""0""   TBODY   TR   TD     TD   TD     TD    TR    TBODY    TABLE   TABLE border=""0"" width=""325"" cellspacing=""0"" cellpadding=""0""   TBODY   TR   TD     0.9 GB        TD   TD     0.95 GB        TD    TR    TBODY    TABLE       To make room in your mailbox, delete any items you don't need and empty your Deleted Items folder.     Learn more about   A title=""https:  go.microsoft.com fwlink ?linkid=2122659"" href=""https:  go.microsoft.com fwlink ?linkid=2122659"" target=""_blank"" rel=""noopener"" storage limits   A .             STRONG     Mailbox address:             STRONG         STRONG ********@btconnect.com   STRONG              How do I deal with this please? ",04,Jan,2022,10,Whistonmarine,Webhosting
19,BT Connect Email Address,https://business.forums.bt.com/t5/Email-and-hosting/BT-Connect-Email-Address/m-p/85814#M11949,"I have an email ending - co.uk (info@eghirecentre.co.uk), which is full and I cant access emails. I also cant access it and odnt know the password. I need to talk to someone to get it reset who do I contact ",08,Dec,2021,17,PaulB1,Webhosting
20,"Email, computing, hosting &amp; domains",https://business.forums.bt.com/t5/Email-and-hosting/Email-computing-hosting-amp-domains/m-p/85629#M11899,"Hi, this is my first time using this site. regarding web hosting, has any one else been mis-sold this 'service'? i only recently found out that i have been charged for this since 2010 ! i did not even know what this was until i googled, turns out i have a non exsistent website. the word only appeared on my bill in April, previouse to to then i was charged for ""broard band services"" obviously i would not voluntry pay for something i do not need, do not want &amp amp  do not even know what it is! i am thinking that surely BT must have some record? would one not need to register? create passwords? account details etc? i am thinking they must have known that i did not have a website? any help, advice would be appreciated. regards Al. ",13,Nov,2021,10,Bowie1252,Webhosting
21,BT Connect email address,https://business.forums.bt.com/t5/Email-and-hosting/BT-Connect-email-address/m-p/85589#M11882,"Can anyone confirm the process for retaining a BT Connect email address when you cancel your BT Business phone account.  We are ceasing the landline and broadband but will still have a active account for Web Hosting             I've called your call centre 5 times and 3 of 5 say you can retain it, 2 of 5 say you cant.             Thanks. ",09,Nov,2021,13,Chopper009,Webhosting
22,BT connect mail not downloading to Apple Mail on MacBook,https://business.forums.bt.com/t5/Email-and-hosting/BT-connect-mail-not-downloading-to-Apple-Mail-on-MacBook/m-p/85514#M11830,"I have three btconnect mail addresses, two personal and a third that my husband and I both use.  He also has another unshared btconnect email address.              We both have iphones and MacBooks with up to date software.             Earlier this year both MacBooks failed to download any mails sent to our shared email address and to one of my personal addresses.  There was no problem with either of the iphones or our ipad - so we were seeing emails to all 5 btconnect addresses on IOS but to only 3 of the 5 on MacOS.             After much researching, resetting, deleteing and reinstalling the email accounts, checking and re-checking all the settings, we eventually resorted to setting a forwarding rule on the Office365 webpage so that anything sent to the failing addresses was forwrded on to the working ones.             Then suddenly, after a few weeks, everything reverted to normal and all the missing emails appeared in Apple Mail on MacOS.  We put it down to a glitch within BT or Apple that had eventually been resolved (we couldn't link it to anything we'd tried).             Sadly, the problem has now reoccurred with the shared email address.  We receive all emails sent to it on our iPhones and iPad, but nothing on our MacBooks.  Experience says that BT will say this is an Apple problem, Apple will say it's BT   span class=""lia-unicode-emoji"" title="":disappointed_face:"" 😞   span              Has anyone else experienced this, and if so how was it resolved?  Any ideas, anyone? ",28,Oct,2021,18,uthgeryllan,Webhosting
23,Creating new email accounts within a BT Business Account,https://business.forums.bt.com/t5/Email-and-hosting/Creating-new-email-accounts-within-a-BT-Business-Account/m-p/85362#M11720,I have a BT business account with a primary @btconnect.com email address. How do i get more email addresses linked to this account?             I'm assuming that a BT business account give me a finite number of email addresses to use.                    Can someone help?             Iain ,11,Oct,2021,14,lexkemp,Webhosting
24,Unable to change passwords with BTconnect.com via portal.office365.com,https://business.forums.bt.com/t5/Email-and-hosting/Unable-to-change-passwords-with-BTconnect-com-via-portal/m-p/85235#M11645,"We have had so many issues with BT's business email we are pulling our hair out.             We have tried to call BT businessness support 3 times. not got answers. It appears the recent changes in BT business email platform has created problems compounded by the fact that there is little documentation.             On our Windows 10 PCs we are accessing email satisfactorilty via the portal.office365.com , however not working properly on the android smartphone, but I'll come to that later.             The current issue is that we want to change pur email password because our BTconnect  email was hacked..             1. If you go into the BT business website it rejects our email password, saying erroneously we have tried too many times wait for 20 minutes - this is an error as this occurs on the first attempt.  Obviuosly if using the Office365 portal we appear unable to change passwords  this way, BT support doesn't appear aware of this.             2.Try to change the password while in th email office365.com portal (clicking on name icon top right, then view account) appears to take you into the Microsoft portal, which has different passwords.             So??             On a different issue we have set up email on our android (11) phone in the normal way, but no sent folder.  It was suggested by BT support to use exchange settings, but this just falls over.             So??             Can one had success in resolving sililar issues?             Please. ",27,Sep,2021,18,bmar0se,Webhosting
25,Btconnect webmail,https://business.forums.bt.com/t5/Email-and-hosting/Btconnect-webmail/m-p/84987#M11469,Stupid question time. I'm getting my btconnect mail in outlook but I need access to bt connect webmail to set a forwarder up.  Do I just go through bt.com? My password doesn't seem to work. ,29,Aug,2021,13,uterab,Webhosting
26,Mac mail sent box - OS Big Sur issue,https://business.forums.bt.com/t5/Email-and-hosting/Mac-mail-sent-box-OS-Big-Sur-issue/m-p/84756#M11318,"Hi, I've just upgraded to OS Big Sur and connected my btconnect account to download to Mac mail. Receiving and sending all ok, however my sent box hasn't downloaded (therefore the only way to access past sent messages is online) and Big Sur mailbox behaviours doesn't seem to offer an override option.      Any ideas how to fix this would be very appreciated.       Many thanks, GR ",05,Aug,2021,15,GR4,Webhosting
27,outlook.office.com e-mail messages being deleted,https://business.forums.bt.com/t5/Email-and-hosting/outlook-office-com-e-mail-messages-being-deleted/m-p/84487#M11159,"Hi      I hope someone will be able to offer some advice.  We are using outlook.office.com for out BT e-mails and just recently all e-mail messages are being deleted.  When I look in the deleted items folder that folder is empty, but it says there are 2121 messages which can be recovered.             Selecting them all I was hoping to move them back to the inbox, but it seems I can only do that by tagging individual messages and then they can be moved.  However, after doing that as a test for 20 e-mail messages I then logged out and logged back in and again the inbox was empty and the full quanity were deleted again, with the same 2121 messages to be recovered.             Looking at settings I noticed there is a page for a ""Retention Policy"".  No policy has been selected and I would want to select the option to Never Delete.  However, taking the cautious approach I would prefer to recover the e-mail messages first and then select the ""Never delete"" policy.             I still don't understand why all e-mails are being deleted and wonder if that is because no Policy has been chosen.          One other factor to mention.  E-mails are also received on two mobile phones, both looking at the same account.  Could they be affecting it somehow?          Any advice that could be offered will be very much appreciated.      Thank you ",02,Jul,2021,17,TerryPeacock,Webhosting
28,Adding authorise person to an account,https://business.forums.bt.com/t5/Email-and-hosting/Adding-authorise-person-to-an-account/m-p/84124#M10926,"Hello,             I manage a website for a squash club that is hosted on a BT Business account.  It was set up years ago, and the person that did this is no longer involved.  Is  it possible to add my name as an authorised person so I can discuss the account? ",08,May,2021,08,Nick_Russell,Webhosting
29,Maintaining  @btconnect.com   email address,https://business.forums.bt.com/t5/Email-and-hosting/Maintaining-btconnect-com-email-address/m-p/84099#M10913,"I have a small number of btconnect.com email addresses and have used these for at least 25 years.             I no longer have a BT business account, though email still works happily  (assume as I have BT retail account though another post here says no)             In any event, been contacted today by TalkTalk, offering a better broadband deal, maintaining landline number .... and key .. when I asked them about ""@btconnect.com""  email address they said they absolutely will remain valid.             I questioned validity of that statement, and a manager then came online and confirmed that the email address are 'mine'  and I have a right to keep them, and therefore they will continue to work.      As this email is hosted on a BT Business server I asked them do they have an agreement to keep these live ..... they said yes.             Anybody know if this is correct ? ",28,Apr,2021,12,Argonaut,Webhosting
30,Missing domain names,https://business.forums.bt.com/t5/Email-and-hosting/Missing-domain-names/m-p/84092#M10907,"class=""lia-quilt-row lia-quilt-row-main""    class=""lia-quilt-column lia-quilt-column-20 lia-quilt-column-right lia-quilt-column-main-right""    class=""lia-quilt-column-alley lia-quilt-column-alley-right""    class=""lia-message-body""    class=""lia-message-body-content""   About 10 years ago, I registered two domain names with BT. One (.com), has been pointed at my externally hosted website for most of that time. This week, my hosting company was bought out, and they transfered the sites to a new server, meaning I need to redirect my domain. However, when I log into my BT Business account, it shows no domains registered. A whois lookup shows the domain in question has register.com as the registrar, and I believe they are BT's partner for domain registration.             Is there a reason I can't see either of the domains I hold with BT in my account? ",28,Apr,2021,04,HazelGrace,Webhosting
31,BTconnect email log in issue,https://business.forums.bt.com/t5/Email-and-hosting/BTconnect-email-log-in-issue/m-p/83936#M10846,"I am struggling to log into my BTconnect email account, the comouter is sending me via microsoft office 365 which is not accepting my password.             I have a new samsung s20 so trying to set up on there and again not accepting my password.             I have had this email account since 2005 and really dont want to have to change i, it was issued to me as a leisure account with my Openreach homeworker package             I feel like i have been passed from pillar to post today.             I simply just need a password rest but dont know who where to go to now ",12,Mar,2021,16,TracyP196505,Webhosting
32,btconnect password,https://business.forums.bt.com/t5/Email-and-hosting/btconnect-password/m-p/83867#M10822,"I cannot believe that *.btconnect.com is a business account yet it is only open Monday to Friday 9-5pm. What world are you living in...      secondly - what a world where you cannot reset or access your admin account for outlook.com      third - when I did manage to get hold of someone on Friday they incorrectly put me in touch with the residential team and then the other guy dealing with emails duly hung up on me just before the business desk hours closed!      now - I cannot access my email for the whole weekend.      And all because i signed up to BT Sport at 12.30pm on Friday and needed to change my BTID password... which does not sync with any of my other passwords and seems to have logged me out of my email on all devices!!      Between BT and Microsoft I am totally confused which platform to use to sign in... but I know my passwords are correct and yet I still cannot access my outlook on the web to get the btconnect emails.  If I enter the password it says it is 'incorrect'.         Nor does there seem any obvious way of accessing my emails directly via the web or indeed of changing my password even though I have 2 factor authentication, etc etc.      on one of the messages it seemed to suggest I had locked myself out in an attempt to access the emails.      I have never had such a problem before... nor on any other platform.      any advice on how to reset or at least access emails appreciated. ",20,Feb,2021,14,l18oyd,Webhosting
33,Bt internet email address,https://business.forums.bt.com/t5/Email-and-hosting/Bt-internet-email-address/m-p/83738#M10793,"Hi I wonder if anyone can help ...          frustratingly since the beginning of October I haven’t been able to access my by internet email account , I have used this for my business for 15 years + ...          At the moment I have a business broadband package          I have phone BT several times and everytime I go through security I fail !!! They say it’s in my DOB          Either way until someone gets back to me from BT this can’t be reset , so therefore I can’t even put in a complaint ..          Nobody ever gets back to me ",08,Jan,2021,13,Pjsmith,Webhosting
34,BT-Google Domain support for GBBO web site,https://business.forums.bt.com/t5/Email-and-hosting/BT-Google-Domain-support-for-GBBO-web-site/m-p/83691#M10775,"I have been contacted numerous times by Register.com about updating my WHOIS details for my web site - last updated in 2012.             I do not have log on detail to be able to do that independantly.             Register.com support (on   A href=""mailto:btdomainssupport@register.com"" target=""_blank"" rel=""noopener"" btdomainssupport@register.com   A ) advise me that my domain is hosted by BT-GBBO (    Getting British Business Online     ) and I need to contact them directly.             Please advise, a contact page or a direct email for BT-GBBO?             My web address is   A href=""http:  www.citymarshall.co.uk"" target=""_blank"" rel=""noopener"" www.citymarshall.co.uk   A            Thank you.      Philip ",30,Dec,2020,17,manulike,Webhosting
35,Can't send to Outlook or Hotmail addresses,https://business.forums.bt.com/t5/Email-and-hosting/Can-t-send-to-Outlook-or-Hotmail-addresses/m-p/83554#M10748,"We've got an ongoing problem with outgoing emails being bounced back from hotmail and outlook email addresses.      The bounce message says the sending ip is on a block list.      The i.ps are:      193.113.5.104      193.113.5.105      62.239.164.78      62.239.164.79      I've done an ip lookup and they are all registerd as btconnect.      We send email from our domain address which is linked to our btconnect address.      Our domain host 123reg doesn't host our email, BT say they don't host it either and say they shut down their BTconnect relay service a long time ago (we were never notified of this).      Sending to other business email addresses works fine, receiving email works fine, so I'm slightly confused by their statement.      Various suggestions have been made - e.g. moving domain hosting to BT,smart hosting with BT or moving our mailbox to 123reg, all of which seem overly complicated given that we can send to most email addresses okay.      I've requested that the ip addresses be taken off block using mail.live.com mail troubleshooting.aspx#errors      We don't send masses of emails, but I'm guessing lots of email accounts route through the same ips and no sooner as they are un-blacklisted they get reported as spam again.  Has anyone else had this issue? Is there a less complicated way to resolve this? ",09,Dec,2020,15,JHughes,Webhosting
