,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
60,Wi Fi signal strength,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Wi-Fi-signal-strength/m-p/2219484#M194759,"Just fitted Ring doorbells and external security lights cameras. Struggling with WiFi strength to run some of the new items. Also using Ring Chime Pros which are supposed to boost WIFi.                     Not able to relocate router and get adequate Wi-Fi in house.      Would complete WiFi disc solve the issue? Appreciate “guarantees” signal in house, but does this include external products such as cameras   doorbells etc? ",06,Mar,2022,18,Hemswoj,OtherBB
61,Xbox Fortnite performance lag,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Xbox-Fortnite-performance-lag/m-p/2219480#M194757,"My son has an Xbox One, and we have BT home hub. We generally have around 20Mb of bandwidth, which I though should be sufficient for his gaming, particularly when nobody else in the house is really using the internet, However, he complains that he has 300-1000 ping on Fornite, which makes it very laggy. When I run a speed test all seems fine, and there is no major delay. I there anything I can do to the router configuration to make it perform better? ",06,Mar,2022,18,hamptonw,OtherBB
62,Port forwarding not working on BT Hybrid Connect?,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Port-forwarding-not-working-on-BT-Hybrid-Connect/m-p/2219451#M194745,"Hi,      I have got BT Full Fibre with a Smart Hub 2. I have also got the BT Hybrid Connect 4G modem to fail over to if the fibre line goes down. The 4G modem is connected to the Smart Hub 2 using a LAN port on the Smart Hub 2.      The Hybrid connect works fine and kicks in if the main fibre line fails.      I have a server on my network and I use port forwarding on the Smart Hub 2 to access it externally. However when the network fails over to the 4G hybrid I can no longer access the server. I know that the external IP address changes when it switches to 4G but even knowing the new external IP address and trying to access the server from this new IP address, I cannot.      I thought it might be because the 4G modem might be changing the internal IP address of the server but it doesn't seem to as the IP address remains the same. It's the Smart Hub 2 that still acts as the main router and remains in control of the IP address allocation, I think.      So can anyone think of a reason why the port forwarding might not work when the Hybrid is in use and what I could do to fix it? There doesn't seem to be any way of getting on to the hybrid modem directly to see its settings and so everything seems to have to be managed through the Smart Hub 2 interface.      Any thoughts would be gratefully received. ",06,Mar,2022,16,hsupportplease,OtherBB
63,Wired connection,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Wired-connection/m-p/2219433#M194736,"Hi,      Old fashioned maybe, but for various reasons I want to replace my wireline connection between my settop box and hh4 with a wired connection.      I have installed a 40m cat 5e cable between the two and proved dc connectivity on all of the pairs in the cable..  I have looked at the cabling and there are no kinks, a couple of 12inch loops, but nothing that I think is untoward.   However, I get error 102, and I cannot get any connection to anything at the remote end from the Home hub.  Any suggestions please? ",06,Mar,2022,15,v6golfer,OtherBB
64,router,https://community.bt.com/t5/Home-setup-Wi-Fi-network/router/m-p/2219340#M194731,hi               currently have the bt home hub 2. appears to be slow. we are supposed to have 70mbs speeds. have done a speed test and bt are saying its fine from the exchange to the router.  Would changing the router make the downloads speeds faster as I try and download games via steam and max downloads speed is 10mbps.      it all confuses me :S ,05,Mar,2022,19,mathew123,OtherBB
65,Connecting fiber directly to UDM Pro via SFP+,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Connecting-fiber-directly-to-UDM-Pro-via-SFP/m-p/2219087#M194720,Hello is there any chance to connect a BT FTTP directly via SFP+ module (huawei one) to UDM Pro (with registered GPON module) and if they would allow to register it      i have looked at Huawei GPON SFP+ Class C+ but which class is better and is this setup compatible and would that improve ping from 1ms down to sub 1ms to the any closest server      thanks for reply ! ,04,Mar,2022,18,KaimeKaimietis,OtherBB
66,Port Forwarding on SH2 - Rules not saving,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Port-Forwarding-on-SH2-Rules-not-saving/m-p/2218961#M194717,"Hi All,      I'm having a problem where I can't seem to create a port forwarding rule. My PS5 struggles with the Moderate NAT Type and I've tried opening ports for a few games to improve the experience.       I can create the rule, add the device and all the different ports but as soon as I hit save, nothing happens! The page just refreshes and none of the rules have been saved. I have tried turning UPnP off which hasn't made a difference, I've also tried resetting the router. I would set the router to factory defaults but I'm going to be fuming if it doesn't work ahah!      I spoke to a 'technical' engineer this morning from BT and they told me its a hardware issue and they've sent me another router, I've only had this current router 4-5 months so I find it unlikely it would be anything hardware related.      Has anyone got any ideas? I've seen other forums like mine and no one has found a solution yet... it can't be something just unfixed, you'd think BT would've solved the problem if so.      Any advice would be great      BT Smart Hub 2      Firmware Version:     v0.31.00.10253-BT ",04,Mar,2022,08,lexarch3rr,OtherBB
67,Router Wi-Fi signals,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Router-Wi-Fi-signals/m-p/2218929#M194713,"I use Wi-Fi Analyser app to monitor Wi-Fi signal strength throughout my home. I have a Smart Hub 2 and a Belkin Wi-Fi repeater. I was therefore expecting to see two signals with the router SSID, but instead there are three. I'm assuming that the router is dual band (the Belkin is only single band). My question is, how do I ensure my devices always connect to the best signal?      Also I notice that the router always connects to channel 1, which appears to be the most congested channel. Can I manually change the channel on the router? ",03,Mar,2022,23,Maranello,OtherBB
68,Advice sought regarding Full Fibre installation,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Advice-sought-regarding-Full-Fibre-installation/m-p/2218876#M194711,"I have just had Full Fiber 100 installed at my home. It seems to be giving well over 100 mps with my main Tablet PC, so far, --- but in another room (room b) only a few feet away I only get around 20 mbs at best, on another Tablet PC. This is worse than I got before. I have used an app on my Android phone as a speed checker in different locations, and it does report speed over 100 mbs in room (b). So could the problem have something to do with Tablet PC itself, rather than its location? If so, what might it be?      A related point is that room (b) has a Disk which came with my earlier Halo installation. Is it correct that the Disk wakes no difference to F F  100, it is ssuperfluous and can be returned with my previous Halo hub? ",03,Mar,2022,19,layto,OtherBB
69,Weird issue with 2.4ghz wireless ( BTHub 6 ),https://community.bt.com/t5/Home-setup-Wi-Fi-network/Weird-issue-with-2-4ghz-wireless-BTHub-6/m-p/2218764#M194706,"Hi all      This is a weird issue ? - for some reason, I cannot get my wifi CCTV cameras to connect to the Hub 6. The cameras can ONLY connect using the 2.4 Ghz band ( thats the spec of the cameras. I have tried everything I can think of ? It must be the hub 6 because they connect perfectly with the "" old "" Hub 5 ,as they always have done. Ive even disabled 5 Ghz band of the hub 6, saved the settings, still no good. I have logged in to  the wireless settings of both hubs, and the settings of hub 6 are pretty much the same as in wireless channel used, security type etc , im stumped. It could even possibly be incompatibility of my CCTV cameras with the hub 6 ? i just dont know. With hub 5 , the cameras set up with ease using the "" app "" - any thoughts please - thanks ",03,Mar,2022,13,ircuitbender,OtherBB
70,SH2 wifi connection issues with Galaxy S20,https://community.bt.com/t5/Home-setup-Wi-Fi-network/SH2-wifi-connection-issues-with-Galaxy-S20/m-p/2218589#M194701,"Since I had to start using my SH2 again after Digital Voice was enforced on me I have been having unreliable connection throughput on my mobile phone.      WiFi shows as connected but apps take ages to establish a connection or are unable to receive data. Main apps that I know are suffering are YouTube Music where the app will work happily streaming songs for a period and then just suddenly the streaming will stop &amp amp  buffering signal comes up. Similar story for Star Wars Game of Heroes  will load , work happily but then buffer excessively.      Difficult to say if other devices are affected e.g. skyQ smart TVs but I was having issues with connection to a laptop for Teams calls last week.      Didn't have any issues when using TP link Archer VR2800 router.      I have switched off Smart Setup on the SH2. ",02,Mar,2022,19,mclark1972,OtherBB
71,Smart Hub 2 incompatibility,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Smart-Hub-2-incompatibility/m-p/2218517#M194692,"I have a Smart Hub 2. I have noticed that a number of things on my iPhone no longer work. The Findmy app works on 4G, BT minihub, Vodafone and Sky, but doesn't work on the Smart Hub 2. I cannot send or download picture messages in messenger, but text messages are sent and received. On the app for my CCTV system, I don't get thumbnail images of recently recorded videos, but I do if I switch over to 4G. I cannot change my Apple ID via wifi provided by the Smart Hub, but I can if I change to 4G. Please let me know if you have experienced one or more of these issues and, if so, have you found a solution. ",02,Mar,2022,14,LH106,OtherBB
72,Port forwarding error - in Smarthub 2,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Port-forwarding-error-in-Smarthub-2/m-p/2218171#M194675,"Hi,                 EM Port forwarding rule added via UPnP TR064. Protocol: TCP, external ports: any-&amp gt 8001, internal ports: 8001, internal client: 192.168.1.168   EM                I have a strange, new log repeatedly in my technical log of my Smarthub 2. Can anyone explain why it appears repeatedly in my log?   If it implies a new rule is added, why is it doing it repeatedly and where can I see if this rule exists?               .168 is my iMac on which there is a CCTV security system running - which has been running for years without issue. The Smarthub had also been running without showing these log entries too.                 Note: Maybe unrelated but I have had a more recent issue of the 2.4GHz and 5GHz wifi disconnecting for 3 seconds periodically.. lots of ""disassociate ""logs and my browser shows not connected.  I can't diagnose that but it might be related to a new BT Disc installed, or excessive switching between 2.4 and 5GHZ bands.  I tried to switch off 5 GHz and that seemed to help - but then I lose the disc as that is only 5Ghz. ",01,Mar,2022,10,pmosb,OtherBB
73,BT DNS is missing entries,https://community.bt.com/t5/Home-setup-Wi-Fi-network/BT-DNS-is-missing-entries/m-p/2218159#M194670,"Hi all,      Yesterday I stopped being able to access sites hosted on my VPS server using my BT Business fibre connection.  If I switch to using my mobile hotspot, all works as expected, however I get a ""SIte cannot be reached"" message when accessing through my WiFi connection.      I have checked the Talos reputation and they have nothing lodged - which is how they have always been.          I thought I might try changing my DNS to 1.1.1.1 or 8.8.8.8 and see if it helped but in my smarthub admin panel   advanced settings there isn't a DNS section showing - despite the BT guide saying there should be.          I have reset my hub, cleared cache etc etc and no change - hotspot fine, wifi nothing.      Was working perfectly right up until last night.      the main site in question is:      lunatree.co.uk             If anyone has any ideas I'd be really grateful.      Cheers      Ian ",01,Mar,2022,09,ianvenner,OtherBB
74,BT - Asus dsl-ac88u setup,https://community.bt.com/t5/Home-setup-Wi-Fi-network/BT-Asus-dsl-ac88u-setup/m-p/2218113#M194666,"Hi guys.      I’ve bought a new Asus dsl-ac88u router, because of I want to get rid off from the BT Hub.      I have FTTC service, 5C Wall socket.      Currently my BT modem connected to the 5C -&amp gt  Gfast socket.      So I’ve disconnected the BT router, and I’ve connected the new asus router. I plugged the broadband cable to the DSL slot on the router. I started to set up a new connection, I’ve selected PPPOE, username: bthomehub@btbroadband.com password: bt.      settings saved, but it can’t connect to the internet. What’s wrong??      Any idea? TIA ",28,Feb,2022,21,Richardzon,OtherBB
75,Broadband Speed,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Broadband-Speed/m-p/2218004#M194652,"Hey!       Can anyone please help me figure out why the download speed to my house is so poor   span class=""lia-unicode-emoji"" title="":disappointed_face:"" 😞   span        Regardless of provider I can't get more than 13mb but my neighbour directly next door gets 65mb? Both houses use BT lines?      Any ideas?      Thanks      S ",28,Feb,2022,10,sorsha,OtherBB
76,Upgraded BT &amp; now printer won't work,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Upgraded-BT-amp-now-printer-won-t-work/m-p/2217968#M194648,"I am not technical at all, so my problem may not have anything to do with BT, all I know is that I have recently upgraded to BT digital and ever since I can't get any documents to print from my laptop. I have changed the password on the printer so have reconnected to WiFi OK, but can't get anything to print. I have uninstalled &amp amp  reinstalled, switched off &amp amp  on again.... I printed a network report which said ""a router access point channel conflict has been detected"". I googled that and it said I needed to change channels etc etc and I haven't a clue what all that means. Can anyone tell me if this has happened because of the upgrade (if so lesson learned and I won't be upgrading again   span class=""lia-unicode-emoji"" title="":slightly_smiling_face:"" 🙂   span  ) and if so, how I can fix it (in plain English please). If it isn't because of the upgrade, apologies for wasting your time. Thank you ",27,Feb,2022,20,Anita59,OtherBB
77,Can I set up wired internet through any Phone Socket in my house?,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Can-I-set-up-wired-internet-through-any-Phone-Socket-in-my-house/m-p/2217964#M194647,"Hello,       I have the BT Home hub halo 3 set up and running nicely on the ground floor of the house.   In my home office today (upstairs), while moving furniture I noticed I had a phone socket in the wall.  Is it possible for me to connect devices through an ethernet line directly into the wall?            Would this require a router, a second hub, or do I need to run a wired connection all the way through my house?          If I do required picking up some more hardware, does anyone have any recommendations?            Thanks in advance, ",27,Feb,2022,18,ladasandwhich,OtherBB
78,Fast wifi slow ethernet,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Fast-wifi-slow-ethernet/m-p/2217925#M194644,"Hi all,      I have just upgraded to BT Full Fibre 500 with a Smart Hub 2.      My wifi is excellent with download speeds of between 300-400 mbs even when in a different room 20 feet from the router.      However I want to hardwire my Samsung TV downstairs using an ethernet cable.      When I did a speed test using an ethernet cable able plugged directly into the router the max speed I could achieve was 140mbs, i've tested using a cat 6 cable and an ethernet adapter plugged into my Samsung Galaxy S9.      I thought ethernet was supposed to be the faster connection.      BT say it is a problem with my hardware and that the router is working fine, any ideas?      Thanks in advance. ",27,Feb,2022,15,Olympia0902,OtherBB
79,Smart life devices,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Smart-life-devices/m-p/2217913#M194642,"UL   LI Hi , I noticed lots of people having smart device connection problems , as did I since I changed to bt smart hub 2 . Numerous calls to bt help , Amazon and Tuya could not sort this.   LI   LI I eventually sorted this myself and now all is working perfect .   LI   LI Here is what I did:   LI   LI 1 . Log in to router   LI   LI 2. Turn off 5Ghz and smart set up and save    LI   LI 3. This is the game clincher , all devices tell you to get the device blue light flashing fast , do not do this , get it to flash about once every 3 seconds , go through smart life app settings and when asked click on the slow flashing icon. It will then ask you to connect to Internet ( I thought but I am connected ) but it wants you to reconnet and select WiFi that starts with smartlife (emitting from the device) when it says connected but without Internet,  click back to the smart life app and voila it is connecting . I have done all my devices like this and all work fine .   LI   LI Once all done you can turn the hub 5Ghz back on.   LI   LI Great hub , just needed someone from bt to look in to this .   LI   LI     LI    UL ",27,Feb,2022,15,kwooffindin,OtherBB
80,Do you see the phone on router / IP / MAC address,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Do-you-see-the-phone-on-router-IP-MAC-address/m-p/2217778#M194633,"Was checking on my home network, and noticed a new device with a MAC address, and the icon of a game console. The only thing I have added to my home network recently is the handset for Ditgal Voice, which I have not used to make any calls on yet. The device claims to have uploaded 1.3MB, and 40MB download.       Would the handset show up on my router? ",27,Feb,2022,07,lddex,OtherBB
81,Extender Choices,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Extender-Choices/m-p/2217714#M194631,"I have always known I have a couple of 'near dead' areas in my home.  When I had the old broadband (pre fibre) the difference in speeds in the house was marginal.  Now that I have Halo 500 3 the differences are huge when using wi-fi devices.  I can get 300+ at one end of my lounge but at the other end perhaps just 30 mbps.  The router is upstairs as we have a loft studio where my son works from home.  His speeds deteriorate especially in the evenings. We arranged through BT for an engineer to inspect the issue and he did a factory reset of the hub which initially improved things.  He then recommended that we buy a 'set' of extenders - one placed by the router (not sure if this is connected by ethernet), one downstairs and the other in the studio.  He didn't push the BT ones and mentioned buying from Amazon but I didn't really understand what he was suggesting. He may have mentioned 'Mesh' but I am unsure.  Can somebody recommend what to buy and will it improve the coverage. ",26,Feb,2022,20,G8ZIG,OtherBB
82,Halifax online,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Halifax-online/m-p/2217650#M194620,Hi there I’m having trouble accessing my online banking on my phone as well as from my laptop have been told it’s sonething to do with my internet settings? Anyone advise what I can try? It looks like there’s a block somewhere when I try to access the app and website ? ,26,Feb,2022,14,4sia,OtherBB
83,Xbox Woes,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Xbox-Woes/m-p/2217631#M194617,"Hi               I am having trouble with NAT status on my Smart Hub 2 and Xbox's. I have a Series X (connected via Ethernet) and a Xbox One (connected wirelessly) I have done the port forwarding as suggested on other websites forum posts but as you are aware I can only do it on one so have opened the ports required on the series X only. I have set the IP's on both the consoles and the router to static but, am still getting problems when both are connected at the same time. Sometimes they are Open (vary rare) and sometimes they are moderate and on the very odd occasion I have had the dreaded Strict NAT type.  UPNP is turned on as you cannot turn it off for individual devices.               I am now at my wits end and can find nothing online which helps with this, even the BT twitter team just pointed me to a forum about flipping call of duty (because apparently that's the only multi-player game) and said to ask on here...so here I am   span class=""lia-unicode-emoji"" title="":slightly_smiling_face:"" 🙂   span                ports for Xbox series X placed into port forwarding are:               TCP UDP: 3074               UDP: 88, 500,3544,4500               Thanks in advance for suggestions.                Steve ",26,Feb,2022,12,Stevedb79,OtherBB
84,"Can someone help please, I have had full fibre on bt smart hub 2 for 2 weeks now",https://community.bt.com/t5/Home-setup-Wi-Fi-network/Can-someone-help-please-I-have-had-full-fibre-on-bt-smart-hub-2/m-p/2217613#M194613,"Since switching I cannot connect any of my smart devices , I have tried all suggestions on the forum,  Inc turning off 5Ghz , different modes , diagnostic checks ,resetting hub etc etc . My whole house is run by alexa and It is really concerning me now , bt are sending me another smart hub 2 but I honestly don't think this will solve the problem.  Any advice appreciated.       Thanks       Ken ",26,Feb,2022,11,kwooffindin,OtherBB
85,Halo 3+ Mesh Discs,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Halo-3-Mesh-Discs/m-p/2217561#M194607,"I am upgrading to BT Halo 3+, which means I will get from 1 to 3 mesh discs to ensue Wi-Fi coverage inside our house.  (I currently use power line adapters and 2 access points in addition to the existing router. The router is at the far corner of an extension where I intend the fibre will terminate.)  Two questions:      UL   LI Which mesh discs do BT currently provide?   LI   LI Is there a problem using power line adapters to backhaul to the discs?   LI    UL   Hopefully I know the answer to the seconds question.           Thanks GR ",25,Feb,2022,23,gordonrae22,OtherBB
86,Can't change WiFi password in settings,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Can-t-change-WiFi-password-in-settings/m-p/2217541#M194601,"Hi,       I have just got the BT Smart Hub 2 and I am wanting to change the WiFi password and everytime I put a new one in it say password rejected as it is easy to guess. The password is 24 digits and has upper and lower case letters and digits, no special characters.       How do I get it to accept my password, never ever had this issue in all of the routers I have used! ",25,Feb,2022,18,AFK_Matrix,OtherBB
87,Bridging wired to WiFi networks on SmartHub2,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Bridging-wired-to-WiFi-networks-on-SmartHub2/m-p/2217436#M194588,"OK, I may well be missing something obvious here.....      How do I connect bridge between a PC on the wired network of the SmartHub2 with a laptop (or any device) connected to the WiFi network?      No shares devices are visible from one side to the other.      I don't particularly want to WiFi every device, so there must be a way to do it. ",25,Feb,2022,09,Preacher,OtherBB
88,Router blocking website,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Router-blocking-website/m-p/2217326#M194570,For over a year now I have been trying to access a particular website (nothing dodgy!) using my home wi-fi but have been unable to do so. I have tried using a MacBook and a Windows 10 laptop to no avail.          I can access it on 3G on my iPhone.           I have tried contacting BT. Last year they were unable to find any fault. Today I have spent nearly 2 hours trying to get an answer and then having got through I was cut off after 20 minutes.      I have no problems with any other websites.      Can anyone help? ,24,Feb,2022,17,DK1083,OtherBB
89,Can't access any sites that begin with https://www.sites.google,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Can-t-access-any-sites-that-begin-with-https-www-sites-google/m-p/2217013#M194550,"Hello everyone,      Since we had a power cut other day I can no longer access sites.google.com or any other sites created by others via google.  I just get ""this site can't be reached"" message.      If I change my IP address using a VPN then I can access the sites, no problem, so I assumed this was a problem with the automatic IP address assigned to the Smarthub 2 after the power came back on.       I have disconnected the hub several times to get a new public IP address but so far all IP addresses assigned to the hub do not provide access to sites.google.com. All IP addresses assigned appear to start with 109.15?.???.???            FONT face=""inherit"" I have flushed the browse    FONT cashes  FONT face=""inherit""  and checked that this is an issue with all devices on the network, which it is!     I contacted the help Chat but all they wanted to do was reset the smarthub.      Is there anything else I can do other to use my VPN whenever I want to access these sites?   FONT ",23,Feb,2022,18,CSF1,OtherBB
90,Tablet defaults to BTWi-fi.,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Tablet-defaults-to-BTWi-fi/m-p/2216978#M194547,"I've got a BT Smart Hub with a Lenovo Tablet connected to it by Wi-Fi.      For the majority of the time it is fine. However, every few days the hub resets (usually at night). When the Tablet re-connects to the hub, instead of connecting to my Smart Hub Wi-Fi it connects to a (much slower) public BTWi-fi.      I'm sure it never used to do this. How can I make my tablet default to my hub Wi-Fi? ",23,Feb,2022,17,grahamm1,OtherBB
91,Re: Where do I find 'manage extras'?,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Re-Where-do-I-find-manage-extras/m-p/2216885#M194543,"ok so you do a search to ask where is manage my extras it says log on with you BT id and scroll down ... WELL ITS NOT CHUFFING THERE why cant BT put upto date guidance they screw us for enough money and then make a p1ss poor web site, i just wants to change the setting so i can use my VPN ",23,Feb,2022,12,glennmandrews,OtherBB
92,BT Smart Hub 2,https://community.bt.com/t5/Home-setup-Wi-Fi-network/BT-Smart-Hub-2/m-p/2216711#M194525,"When are BT going to do a software update so we can name our 2.4Ghz and 5Ghz wifi networks differently so we can easily control devices that only work on one for trouble shooting or as usual do they think they are being helpful by not allowing this even in the ""Advanced"" settings. Unfortunately i have over a year to go before i can dump them, and yes i have another router i could set up but why should i just give us some control. ",22,Feb,2022,17,putbinoot,OtherBB
93,WiFi Disc,https://community.bt.com/t5/Home-setup-Wi-Fi-network/WiFi-Disc/m-p/2216601#M194519,"Just got BT complete WiFi      How on earth do I get BT to send me a WiFi disc, which I need to try and connect my teckin smart plugs (have tried all other tricks mentioned in other threads so please don’t signpost me there!)      Going round in circles with the app   website. Can’t get a live chat. When I phone, I’m passed to a txt bot which doesn’t recognise my mobile number, no option to proceed from there. Utterly exasperated.      When you sign up the BT website makes it sound so easy to get one!      Thanks ",22,Feb,2022,14,Rentaghost,OtherBB
94,Replacement router for Smart Hub 2,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Replacement-router-for-Smart-Hub-2/m-p/2216552#M194513,"Hello,      Really struggling to control and restrict my kids internet access to specific websites, devices that connect to the  wi-fi, screen time on the present hub. Kids are abusing their time on social media platforms, playing online games.      Is it possible to replace the current hub with my own router which will allow me to have better parental controls? Any recommendations that are easy to setup, happy to pay little bit extra for better product.             TIA ",22,Feb,2022,12,iplexxx2070,OtherBB
95,Home Assistant and BT Smart Hub 2,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Home-Assistant-and-BT-Smart-Hub-2/m-p/2216485#M194502,"Hi everyone,      I wonder if anyone here is running Home Assistant and has managd to remotely access it via DuckDNS? I have been using this service with no problem for a couple of years now until I recently renewed my BT contract and took on the Halo service which shuts off your old phone line in favour of Digital Voice.        Since swapping my extensive IoT network on to the BT Smart Hub 2 from a Netgear Nighthawk I cannot get port forwarding to work at all. I have scoured the forums and tried all the suggested methods of getting it work, ie factory re-set, disable UPnP, disable Smart Setup, restarting the hub after apyling the port forward rules etc.      I would just ditch the BT Hub and go back to my Netgear router but would then lose my landline phone which I dont want to do.      If anyone else had managed to get this to work or has soleved a simular problem, please let me know.      Specifically, I need open ports 443 and 8123             Thanks             Steve ",22,Feb,2022,09,Steveb53,OtherBB
96,New BT Full Fiber 5G Digital,https://community.bt.com/t5/Home-setup-Wi-Fi-network/New-BT-Full-Fiber-5G-Digital/m-p/2216454#M194499,"FONT face=""terminal,monaco"" Hi    FONT         FONT face=""terminal,monaco"" I have owned a HP DeskJet 2622 All-in-One Printer for about 1 year or so now and on Friday last i upgraded to BT full fiber 100 witch is digital and runs on 5G, Then i later found out on Sunday in a live chat the new smart hub 2 only runs on 5G and the printer is 2G 4G so it will not connect, So 3 days into my new contract with BT i have found my printer will not connect to the Wi Fi as it is not compatible with new digital 5G, But BT do not tell you this when upgrading, So all things must now be 5G compatible or they will not work on this new digital network, So what do i do now as the printer is only a year old and like brand new and i am signed up for the ink every month,   FONT         FONT face=""terminal,monaco"" Any help would be help full, Cheers    FONT ",22,Feb,2022,00,Wezza1,OtherBB
97,Can I disable 5GHz on a BT wifi disc?,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Can-I-disable-5GHz-on-a-BT-wifi-disc/m-p/2216399#M194496,"I have disabled 5GHz on my Smart Hub 2 (misnomer?) because several of my devices can't use 5GHz, and before I disabled the 5GHz side they refused to connect. They work OK now.      But when I use the wifi disc (range extender), my non-5GHz devices get confused and before long become unable to connect.      I'm guessing that is because the disc is using 2.4GHz and 5GHZ, even though the Hub itself has 5GHz disabled.      Can I disable the 5GHz on the disc so that my devices can only use the 2.4 GHz frequency?      Dai ",21,Feb,2022,17,iprich,OtherBB
98,Full fibre Smart Hub2 and Deco M4 best configuration - advice please?,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Full-fibre-Smart-Hub2-and-Deco-M4-best-configuration-advice/m-p/2216287#M194486,"Hi there      Since having FTTP installed, I have not been using the Smart Hub but used my Deco M4 mesh wifi router to act as the router for the home.  I have tried to put the BT SH2 behind (ie home side) the M4 to allow me to run BT's digital voice service, but I cannot get it to work.  It seems that BT insist that the SH2 is the home router and attached directly to the Fibre hub ethernet port. (so I have been without a home phone for a while!).      I would prefer to use the Deco as my DHCP, NAT, DNS etc device, as well as the mesh wifi, as it seems to have a more stable set up (in the past my BT SHs have always seemed to throttle, drop, and generally not be very stable).  In reality, I only want to use the BT SH2 for the digital voice service, and pass as much as possible to the Deco M4 to handle.      I know I cannot set up SH2 in bridge mode, so what is the BEST way to configure a) the SH2 and b) the DECO M4 to handle the routing function?      (I will disable wifi on the SH2, and ensure that it has been set to a (permanent) different wireless channel to that on the Deco).      Thanks for any and all advice!      Andy ",21,Feb,2022,10,AndyL,OtherBB
99,Port Forwarding problems!,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Port-Forwarding-problems/m-p/2216275#M194484,"Hi everyone, I know there are other posts on this but I havnt been able to find one that can help me.      I run Home Assistant for home automation and have been remotely accessing it via DuckDNS and port forwarding without any problems for a few years now via a Netgear router. Last week I agreed to renew my BT contract and try the HALO service, this meant my phone line would go and I would need digital voice for my landline, I was also interrested in the 4G standby router so took it on and swapped over to a BT Smart Hub 2.       After setting up my extensive IoT network on the BTHUB no matter what I do I cannot get port forwarding to work at all. Ive tried resetting factory resetting the hub, turning off Smart Setup, UpNP and even tried the DMZ option to no avail. I just cannot get any ports top open, all online checkers show ports are closed and I cannot access Home Assistant remotely. One of the ports I need to open is an internal one, and this has opened but external ports just will not.      Before I go back to the Netgear router and lose my landline phone, has anyone had a simular problem they have been able to solve?             Thanks ",21,Feb,2022,10,Steveb53,OtherBB
100,Permanently Block a Device From Accessing the Internet,https://community.bt.com/t5/Home-setup-Wi-Fi-network/Permanently-Block-a-Device-From-Accessing-the-Internet/m-p/2216272#M194482,"Is it possible to permanently block a device from accessing the internet, (how?)?      I have device on my home network that in the future I may want to   STRONG permanently   STRONG  remove internet access from, but keep it available within the internal network.      I have found the section in the MyBT app to ""Control wi-fi access"", (slightly confusing because my device is connected by ethernet cable), and proved that ""Pause wi-fi access"" blocks the device from connecting to the internet as I want. The issue for me at the moment is that it only seems to be possible to block access for up to 24 hours, or for set times each day?      I can see that I can also set a schedule, so is the answer to set it for 7 days a week from 00:00 to 23:59 daily? If so, does that, in theory, mean that it will still be able to connect to the internet for 1 minute each day, (23:59 to midnight)?      Also, does using ""Control wi-fi access"" also mean that the device in question will be invisible to the internet and that no one would be able to access it from outside my internal network?      *The device in question is a Netgear ReadyNAS 214 server that I understand is no longer supported by Netgear, so I'm assuming that whilst it still works perfectly well for our requirements within the home, it has, or soon will, become a security risk leaving it with internet access? ",21,Feb,2022,08,Paul608085,OtherBB
0,Board topics,https://community.bt.com/t5/BT-Devices/bd-p/BTDevices,Board topics ,28,Mar,2022,17,BTDevices,BTDevices
